municipality,administration,min_age,max_age,age_group,gender,payment_method,salary_records
casalbordino,ministero dell'istruzione e del merito,55,64,55-64,0,libretto postale,7
casalbuttano ed uniti,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,10
casalbuttano ed uniti,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,15
casalbuttano ed uniti,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,28
casalbuttano ed uniti,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,33
casale di scodosia,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,12
casale di scodosia,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,18
casale di scodosia,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,19
casale di scodosia,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,25
casale monferrato,consiglio per ric. in agricoltura e analisi economia agraria,55,64,55-64,1,conto corrente/carta conto,8
casale monferrato,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,116
casale monferrato,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,46
casale monferrato,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,185
casale monferrato,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,69
casale monferrato,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,278
casale monferrato,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,73
casale monferrato,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,288
casale monferrato,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,76
casale monferrato,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,31
casale monferrato,ministero dell'istruzione e del merito,65, ,65- ,1,conto corrente/carta conto,13
casale sul sile,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,26
casale sul sile,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,33
casale sul sile,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,8
casale sul sile,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,59
casale sul sile,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,7
casale sul sile,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,49
casalecchio di reno,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,90
casalecchio di reno,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,37
casalecchio di reno,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,175
casalecchio di reno,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,68
casalecchio di reno,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,277
casalecchio di reno,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,83
casalecchio di reno,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,234
casalecchio di reno,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,43
casalecchio di reno,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,17
casalgrande,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,28
casalgrande,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,43
casalgrande,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,90
casalgrande,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,8
casalgrande,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,42
casali del manco,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,17
casali del manco,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,32
casali del manco,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,75
casali del manco,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,14
casali del manco,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,12
casalmaggiore,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,66
casalmaggiore,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,32
casalmaggiore,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,75
casalmaggiore,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,23
casalmaggiore,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,91
casalmaggiore,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,15
casalmaggiore,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,103
casalmaggiore,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,20
casalmaggiore,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,8
casalnuovo di napoli,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,51
casalnuovo di napoli,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,15
casalnuovo di napoli,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,146
casalnuovo di napoli,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,23
casalnuovo di napoli,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,281
casalnuovo di napoli,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,36
casalnuovo di napoli,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,349
casalnuovo di napoli,ministero dell'istruzione e del merito,55,64,55-64,0,libretto postale,11
casalnuovo di napoli,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,69
casalnuovo di napoli,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,45
casalnuovo di napoli,ministero dell'istruzione e del merito,65, ,65- ,1,conto corrente/carta conto,12
casalnuovo monterotaro,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,8
casalnuovo monterotaro,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,14
casalnuovo monterotaro,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,6
casalnuovo monterotaro,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,26
casalnuovo monterotaro,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,33
casalnuovo monterotaro,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,9
casalnuovo monterotaro,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,12
casalpusterlengo,ministero dell'istruzione e del merito,18,24,18-24,0,conto corrente/carta conto,7
casalpusterlengo,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,50
casalpusterlengo,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,25
casalpusterlengo,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,73
casalpusterlengo,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,27
casalpusterlengo,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,109
casalpusterlengo,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,22
casalpusterlengo,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,108
casalpusterlengo,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,35
casalpusterlengo,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,6
casaluce,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,17
casaluce,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,36
casaluce,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,6
casaluce,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,40
casaluce,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,11
casaluce,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,7
casamassima,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,19
casamassima,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,59
casamassima,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,6
casamassima,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,105
casamassima,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,7
casamassima,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,109
casamassima,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,14
casamassima,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,7
casamicciola terme,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,27
casamicciola terme,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,12
casamicciola terme,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,37
casamicciola terme,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,33
casamicciola terme,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,44
casamicciola terme,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,25
casamicciola terme,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,93
casamicciola terme,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,31
casamicciola terme,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,10
casandrino,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,10
casandrino,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,14
casandrino,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,44
casandrino,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,47
casandrino,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,10
casapesenna,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,9
casapesenna,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,33
casapesenna,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,7
casapesenna,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,42
casapesenna,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,8
casapesenna,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,42
casapesenna,ministero dell'istruzione e del merito,55,64,55-64,0,libretto postale,9
casapesenna,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,8
casapesenna,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,6
casapulla,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,6
casapulla,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,24
casapulla,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,63
casapulla,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,10
casapulla,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,90
casapulla,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,8
casapulla,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,7
casarano,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,46
casarano,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,22
casarano,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,144
casarano,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,51
casarano,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,248
casarano,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,90
casarano,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,286
casarano,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,146
casarano,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,26
casarano,ministero dell'istruzione e del merito,65, ,65- ,1,conto corrente/carta conto,26
casarza ligure,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,6
casarza ligure,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,23
casarza ligure,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,30
casarza ligure,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,32
casarza ligure,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,6
casatenovo,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,45
casatenovo,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,20
casatenovo,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,49
casatenovo,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,19
casatenovo,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,54
casatenovo,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,16
casatenovo,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,58
casatenovo,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,8
casatenovo,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,6
casavatore,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,21
casavatore,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,8
casavatore,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,55
casavatore,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,20
casavatore,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,100
casavatore,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,23
casavatore,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,112
casavatore,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,29
casavatore,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,11
casazza,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,15
casazza,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,21
casazza,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,40
casazza,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,7
casazza,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,26
cascia,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,9
cascia,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,13
cascia,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,9
cascia,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,12
cascia,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,8
cascia,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,24
casciana terme lari,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,8
casciana terme lari,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,30
casciana terme lari,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,7
casciana terme lari,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,38
casciana terme lari,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,7
casciana terme lari,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,68
casciana terme lari,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,8
cascina,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,33
cascina,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,15
cascina,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,135
cascina,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,27
cascina,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,181
cascina,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,20
cascina,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,207
cascina,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,27
cascina,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,23
caselette,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,18
caselette,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,21
caselette,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,6
caselette,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,20
caselette,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,29
casella,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,10
casella,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,6
casella,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,24
casella,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,26
caselle torinese,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,26
caselle torinese,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,34
caselle torinese,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,45
caselle torinese,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,51
caserta,agenzia delle entrate,35,44,35-44,1,conto corrente/carta conto,12
caserta,agenzia delle entrate,45,54,45-54,0,conto corrente/carta conto,43
caserta,agenzia delle entrate,45,54,45-54,1,conto corrente/carta conto,56
caserta,agenzia delle entrate,55,64,55-64,0,conto corrente/carta conto,50
caserta,agenzia delle entrate,55,64,55-64,1,conto corrente/carta conto,98
caserta,agenzia delle entrate,65, ,65- ,1,conto corrente/carta conto,12
caserta,consiglio per ric. in agricoltura e analisi economia agraria,55,64,55-64,1,conto corrente/carta conto,7
caserta,ispettorato nazionale del lavoro,35,44,35-44,0,conto corrente/carta conto,15
caserta,ispettorato nazionale del lavoro,35,44,35-44,1,conto corrente/carta conto,8
caserta,ispettorato nazionale del lavoro,45,54,45-54,0,conto corrente/carta conto,12
caserta,ispettorato nazionale del lavoro,55,64,55-64,0,conto corrente/carta conto,31
caserta,ispettorato nazionale del lavoro,55,64,55-64,1,conto corrente/carta conto,17
caserta,ministero dell'economia e finanze,45,54,45-54,0,conto corrente/carta conto,12
caserta,ministero dell'economia e finanze,45,54,45-54,1,conto corrente/carta conto,9
caserta,ministero dell'economia e finanze,55,64,55-64,0,conto corrente/carta conto,25
caserta,ministero dell'economia e finanze,55,64,55-64,1,conto corrente/carta conto,40
caserta,ministero dell'economia e finanze,65, ,65- ,1,conto corrente/carta conto,20
caserta,ministero dell'interno,18,24,18-24,1,conto corrente/carta conto,6
caserta,ministero dell'interno,25,34,25-34,0,conto corrente/carta conto,18
caserta,ministero dell'interno,25,34,25-34,1,conto corrente/carta conto,68
caserta,ministero dell'interno,35,44,35-44,0,conto corrente/carta conto,33
caserta,ministero dell'interno,35,44,35-44,1,conto corrente/carta conto,304
caserta,ministero dell'interno,45,54,45-54,0,conto corrente/carta conto,64
caserta,ministero dell'interno,45,54,45-54,1,conto corrente/carta conto,466
caserta,ministero dell'interno,55,64,55-64,0,conto corrente/carta conto,114
caserta,ministero dell'interno,55,64,55-64,1,conto corrente/carta conto,284
caserta,ministero dell'interno,65, ,65- ,1,conto corrente/carta conto,6
caserta,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,82
caserta,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,21
caserta,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,275
caserta,ministero dell'istruzione e del merito,35,44,35-44,0,libretto postale,6
caserta,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,110
caserta,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,599
caserta,ministero dell'istruzione e del merito,45,54,45-54,0,libretto postale,14
caserta,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,163
caserta,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,994
caserta,ministero dell'istruzione e del merito,55,64,55-64,0,libretto postale,23
caserta,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,306
caserta,ministero dell'istruzione e del merito,55,64,55-64,1,libretto postale,12
caserta,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,134
caserta,ministero dell'istruzione e del merito,65, ,65- ,1,conto corrente/carta conto,64
caserta,ministero della cultura,25,34,25-34,0,conto corrente/carta conto,21
caserta,ministero della cultura,25,34,25-34,1,conto corrente/carta conto,12
caserta,ministero della cultura,35,44,35-44,0,conto corrente/carta conto,32
caserta,ministero della cultura,35,44,35-44,1,conto corrente/carta conto,17
caserta,ministero della cultura,45,54,45-54,0,conto corrente/carta conto,18
caserta,ministero della cultura,45,54,45-54,1,conto corrente/carta conto,23
caserta,ministero della cultura,55,64,55-64,0,conto corrente/carta conto,31
caserta,ministero della cultura,55,64,55-64,1,conto corrente/carta conto,54
caserta,ministero della cultura,65, ,65- ,1,conto corrente/carta conto,16
caserta,ministero della giustizia,35,44,35-44,0,conto corrente/carta conto,6
caserta,ministero della giustizia,55,64,55-64,0,conto corrente/carta conto,10
caserta,ministero delle infrastrutture e dei trasporti,45,54,45-54,1,conto corrente/carta conto,8
caserta,ministero delle infrastrutture e dei trasporti,55,64,55-64,1,conto corrente/carta conto,16
casier,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,12
casier,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,28
casier,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,45
casier,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,45
casirate d'adda,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,17
casirate d'adda,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,9
casirate d'adda,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,27
casirate d'adda,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,37
casirate d'adda,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,7
casirate d'adda,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,33
casoli,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,20
casoli,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,6
casoli,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,48
casoli,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,13
casoli,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,57
casoli,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,11
casoli,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,71
casoli,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,22
casorate primo,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,14
casorate primo,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,7
casorate primo,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,29
casorate primo,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,34
casorate primo,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,31
casorate sempione,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,18
casorate sempione,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,12
casorate sempione,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,25
casorate sempione,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,50
casorate sempione,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,6
casorate sempione,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,52
casoria,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,102
casoria,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,28
casoria,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,254
casoria,ministero dell'istruzione e del merito,35,44,35-44,0,libretto postale,6
casoria,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,57
casoria,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,402
casoria,ministero dell'istruzione e del merito,45,54,45-54,0,libretto postale,11
casoria,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,80
casoria,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,470
casoria,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,120
casoria,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,70
casoria,ministero dell'istruzione e del merito,65, ,65- ,1,conto corrente/carta conto,23
cassago brianza,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,12
cassago brianza,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,12
cassago brianza,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,24
cassago brianza,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,30
cassano all'ionio,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,21
cassano all'ionio,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,10
cassano all'ionio,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,55
cassano all'ionio,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,13
cassano all'ionio,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,116
cassano all'ionio,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,29
cassano all'ionio,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,112
cassano all'ionio,ministero dell'istruzione e del merito,55,64,55-64,0,libretto postale,11
cassano all'ionio,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,38
cassano all'ionio,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,10
cassano all'ionio,ministero dell'istruzione e del merito,65, ,65- ,1,conto corrente/carta conto,9
cassano all'ionio,ministero della cultura,35,44,35-44,0,conto corrente/carta conto,17
cassano all'ionio,ministero della cultura,35,44,35-44,1,conto corrente/carta conto,11
cassano all'ionio,ministero della cultura,45,54,45-54,1,conto corrente/carta conto,8
cassano d'adda,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,26
cassano d'adda,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,11
cassano d'adda,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,48
cassano d'adda,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,7
cassano d'adda,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,83
cassano d'adda,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,11
cassano d'adda,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,79
cassano delle murge,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,12
