municipality,administration,min_age,max_age,age_group,gender,payment_method,salary_records
vigodarzere,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,38
vigodarzere,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,6
vigodarzere,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,7
vigone,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,15
vigone,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,24
vigone,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,17
vigone,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,6
vigone,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,34
vigone,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,6
vigonza,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,20
vigonza,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,7
vigonza,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,27
vigonza,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,70
vigonza,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,62
vigonza,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,7
viguzzolo,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,11
viguzzolo,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,7
viguzzolo,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,24
viguzzolo,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,9
viguzzolo,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,38
viguzzolo,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,20
villa bartolomea,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,12
villa bartolomea,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,22
villa bartolomea,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,8
villa bartolomea,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,46
villa bartolomea,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,10
villa bartolomea,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,40
villa carcina,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,19
villa carcina,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,23
villa carcina,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,9
villa carcina,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,35
villa carcina,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,30
villa castelli,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,13
villa castelli,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,41
villa castelli,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,34
villa castelli,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,6
villa cortese,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,25
villa cortese,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,9
villa cortese,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,45
villa cortese,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,18
villa cortese,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,79
villa cortese,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,24
villa cortese,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,60
villa cortese,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,17
villa cortese,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,7
villa d'alme',ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,7
villa d'alme',ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,26
villa d'alme',ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,6
villa d'alme',ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,35
villa d'alme',ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,25
villa di briano,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,8
villa di briano,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,17
villa di briano,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,6
villa di briano,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,34
villa di briano,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,44
villa di serio,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,12
villa di serio,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,12
villa di serio,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,40
villa di serio,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,36
villa estense,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,21
villa estense,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,23
villa estense,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,44
villa estense,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,6
villa estense,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,33
villa estense,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,6
villa guardia,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,19
villa guardia,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,23
villa guardia,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,52
villa guardia,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,38
villa literno,ministero dell'interno,55,64,55-64,1,conto corrente/carta conto,6
villa literno,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,6
villa literno,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,36
villa literno,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,62
villa literno,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,66
villa literno,ministero dell'istruzione e del merito,55,64,55-64,0,libretto postale,6
villa literno,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,22
villa literno,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,7
villa minozzo,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,7
villa minozzo,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,6
villa minozzo,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,21
villa minozzo,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,9
villa san giovanni,ministero dell'interno,45,54,45-54,1,conto corrente/carta conto,15
villa san giovanni,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,50
villa san giovanni,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,13
villa san giovanni,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,110
villa san giovanni,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,41
villa san giovanni,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,166
villa san giovanni,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,58
villa san giovanni,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,18
villa santa maria,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,10
villa santa maria,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,24
villa santa maria,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,16
villa santa maria,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,34
villa santa maria,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,21
villabate,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,26
villabate,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,79
villabate,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,12
villabate,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,122
villabate,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,18
villabate,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,72
villabate,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,19
villacidro,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,20
villacidro,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,6
villacidro,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,34
villacidro,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,9
villacidro,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,89
villacidro,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,19
villacidro,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,106
villacidro,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,18
villacidro,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,10
villadose,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,12
villadose,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,32
villadose,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,43
villadose,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,64
villadossola,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,33
villadossola,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,7
villadossola,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,30
villadossola,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,46
villadossola,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,50
villadossola,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,6
villafranca d'asti,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,13
villafranca d'asti,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,6
villafranca d'asti,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,28
villafranca d'asti,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,52
villafranca d'asti,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,52
villafranca di verona,ministero dell'istruzione e del merito,18,24,18-24,0,conto corrente/carta conto,6
villafranca di verona,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,71
villafranca di verona,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,24
villafranca di verona,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,123
villafranca di verona,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,46
villafranca di verona,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,191
villafranca di verona,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,40
villafranca di verona,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,183
villafranca di verona,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,42
villafranca di verona,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,10
villafranca in lunigiana,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,10
villafranca in lunigiana,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,26
villafranca in lunigiana,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,13
villafranca in lunigiana,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,52
villafranca in lunigiana,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,6
villafranca in lunigiana,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,66
villafranca in lunigiana,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,9
villafranca in lunigiana,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,8
villafranca padovana,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,32
villafranca padovana,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,35
villafranca padovana,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,7
villafranca padovana,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,68
villafranca padovana,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,9
villafranca padovana,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,70
villafranca tirrena,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,21
villafranca tirrena,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,50
villafranca tirrena,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,52
villafranca tirrena,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,8
villafrati,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,10
villafrati,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,44
villafrati,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,10
villafrati,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,33
villafrati,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,18
villamar,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,38
villamar,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,51
villamar,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,6
villamar,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,80
