region_of_residence,administration,gender,max_age,age_group,min_age,authentication_method,number_of_occurrences
toscana,agenzia industrie difesa aid,1,34.0,25-34,25,spid,3
toscana,agenzia industrie difesa aid,1,44.0,35-44,35,cns,2
toscana,agenzia industrie difesa aid,1,44.0,35-44,35,spid,7
toscana,agenzia industrie difesa aid,1,54.0,45-54,45,spid,2
toscana,agenzia industrie difesa aid,1,64.0,55-64,55,spid,5
toscana,agenzia italiana per la cooperazione allo sviluppo,0,44.0,35-44,35,spid,5
toscana,agenzia italiana per la cooperazione allo sviluppo,0,54.0,45-54,45,spid,5
toscana,agenzia italiana per la cooperazione allo sviluppo,1,64.0,55-64,55,spid,3
toscana,ansfisa - agenzia nazionale per la sicurezza delle ferrovie e delle infrastrutture stradali e autostradali,0,,65- ,65,spid,2
toscana,ansfisa - agenzia nazionale per la sicurezza delle ferrovie e delle infrastrutture stradali e autostradali,0,54.0,45-54,45,cns,3
toscana,ansfisa - agenzia nazionale per la sicurezza delle ferrovie e delle infrastrutture stradali e autostradali,0,54.0,45-54,45,spid,6
toscana,ansfisa - agenzia nazionale per la sicurezza delle ferrovie e delle infrastrutture stradali e autostradali,0,64.0,55-64,55,spid,5
toscana,ansfisa - agenzia nazionale per la sicurezza delle ferrovie e delle infrastrutture stradali e autostradali,1,,65- ,65,spid,2
toscana,ansfisa - agenzia nazionale per la sicurezza delle ferrovie e delle infrastrutture stradali e autostradali,1,34.0,25-34,25,spid,3
toscana,ansfisa - agenzia nazionale per la sicurezza delle ferrovie e delle infrastrutture stradali e autostradali,1,44.0,35-44,35,spid,10
toscana,ansfisa - agenzia nazionale per la sicurezza delle ferrovie e delle infrastrutture stradali e autostradali,1,54.0,45-54,45,cie,2
toscana,ansfisa - agenzia nazionale per la sicurezza delle ferrovie e delle infrastrutture stradali e autostradali,1,54.0,45-54,45,spid,18
toscana,ansfisa - agenzia nazionale per la sicurezza delle ferrovie e delle infrastrutture stradali e autostradali,1,64.0,55-64,55,spid,6
toscana,archivi notarili,0,34.0,25-34,25,spid,2
toscana,archivi notarili,0,54.0,45-54,45,spid,2
toscana,archivi notarili,0,64.0,55-64,55,spid,7
toscana,archivi notarili,1,64.0,55-64,55,spid,4
toscana,autorita' di bacino distr. dell'appennino settentrionale,0,54.0,45-54,45,spid,5
toscana,autorita' di bacino distr. dell'appennino settentrionale,0,64.0,55-64,55,cns,2
toscana,autorita' di bacino distr. dell'appennino settentrionale,0,64.0,55-64,55,spid,5
toscana,autorita' di bacino distr. dell'appennino settentrionale,1,54.0,45-54,45,spid,5
toscana,autorita' di bacino distr. dell'appennino settentrionale,1,64.0,55-64,55,cie,2
toscana,autorita' di bacino distr. dell'appennino settentrionale,1,64.0,55-64,55,cns,2
toscana,autorita' di bacino distr. dell'appennino settentrionale,1,64.0,55-64,55,spid,5
toscana,avvocatura generale dello stato,0,,65- ,65,spid,2
toscana,avvocatura generale dello stato,0,34.0,25-34,25,spid,3
toscana,avvocatura generale dello stato,0,44.0,35-44,35,spid,3
toscana,avvocatura generale dello stato,0,54.0,45-54,45,spid,2
toscana,avvocatura generale dello stato,0,64.0,55-64,55,cns,4
toscana,avvocatura generale dello stato,0,64.0,55-64,55,spid,4
toscana,avvocatura generale dello stato,1,34.0,25-34,25,cns,2
toscana,avvocatura generale dello stato,1,34.0,25-34,25,spid,3
toscana,avvocatura generale dello stato,1,44.0,35-44,35,spid,4
toscana,avvocatura generale dello stato,1,64.0,55-64,55,cns,3
toscana,avvocatura generale dello stato,1,64.0,55-64,55,spid,2
toscana,azienda ospedaliera san camillo forlanini,0,34.0,25-34,25,spid,2
toscana,azienda ospedaliera san camillo forlanini,0,44.0,35-44,35,spid,3
toscana,azienda ospedaliera san camillo forlanini,1,34.0,25-34,25,spid,2
toscana,azienda regionale emergenza sanitaria,1,54.0,45-54,45,spid,2
toscana,azienda sanitaria locale viterbo,0,64.0,55-64,55,spid,2
toscana,azienda sanitaria locale roma 2,1,44.0,35-44,35,spid,2
toscana,azienda sanitaria locale latina,0,34.0,25-34,25,spid,4
toscana,azienda sanitaria locale latina,0,44.0,35-44,35,spid,2
toscana,azienda sanitaria locale roma 3,0,44.0,35-44,35,spid,4
toscana,azienda sanitaria locale roma 4,0,44.0,35-44,35,spid,2
toscana,azienda sanitaria locale roma 6,0,34.0,25-34,25,spid,2
toscana,azienda sanitaria locale roma 6,0,44.0,35-44,35,spid,2
toscana,consiglio di stato e t.a.r.,0,34.0,25-34,25,spid,6
toscana,consiglio di stato e t.a.r.,0,44.0,35-44,35,spid,2
toscana,consiglio di stato e t.a.r.,0,54.0,45-54,45,spid,3
toscana,consiglio di stato e t.a.r.,0,64.0,55-64,55,spid,6
toscana,consiglio di stato e t.a.r.,1,34.0,25-34,25,spid,2
toscana,consiglio di stato e t.a.r.,1,44.0,35-44,35,spid,2
toscana,consiglio di stato e t.a.r.,1,54.0,45-54,45,spid,5
toscana,consiglio di stato e t.a.r.,1,64.0,55-64,55,spid,2
toscana,consiglio per ric. in agricoltura e analisi economia agraria,0,,65- ,65,spid,3
toscana,consiglio per ric. in agricoltura e analisi economia agraria,0,44.0,35-44,35,spid,6
toscana,consiglio per ric. in agricoltura e analisi economia agraria,0,54.0,45-54,45,spid,8
toscana,consiglio per ric. in agricoltura e analisi economia agraria,0,64.0,55-64,55,spid,12
toscana,consiglio per ric. in agricoltura e analisi economia agraria,1,,65- ,65,spid,7
toscana,consiglio per ric. in agricoltura e analisi economia agraria,1,44.0,35-44,35,spid,2
toscana,consiglio per ric. in agricoltura e analisi economia agraria,1,54.0,45-54,45,spid,18
toscana,consiglio per ric. in agricoltura e analisi economia agraria,1,64.0,55-64,55,spid,14
toscana,corte dei conti,0,,65- ,65,spid,2
toscana,corte dei conti,0,44.0,35-44,35,spid,5
toscana,corte dei conti,0,54.0,45-54,45,spid,5
toscana,corte dei conti,0,64.0,55-64,55,spid,15
toscana,corte dei conti,1,44.0,35-44,35,spid,2
toscana,corte dei conti,1,54.0,45-54,45,spid,5
toscana,corte dei conti,1,64.0,55-64,55,spid,9
toscana,ente strumentale alla croce rossa italiana,0,64.0,55-64,55,spid,2
toscana,guardia di finanza,0,24.0,18-24,18,spid,19
toscana,guardia di finanza,0,34.0,25-34,25,spid,81
toscana,guardia di finanza,0,44.0,35-44,35,spid,39
toscana,guardia di finanza,0,54.0,45-54,45,spid,4
toscana,guardia di finanza,1,,65- ,65,spid,3
toscana,guardia di finanza,1,24.0,18-24,18,cie,4
toscana,guardia di finanza,1,24.0,18-24,18,spid,65
toscana,guardia di finanza,1,34.0,25-34,25,cie,5
toscana,guardia di finanza,1,34.0,25-34,25,spid,185
toscana,guardia di finanza,1,44.0,35-44,35,cie,9
toscana,guardia di finanza,1,44.0,35-44,35,spid,254
toscana,guardia di finanza,1,54.0,45-54,45,cie,34
toscana,guardia di finanza,1,54.0,45-54,45,cns,2
toscana,guardia di finanza,1,54.0,45-54,45,spid,766
toscana,guardia di finanza,1,64.0,55-64,55,cie,32
toscana,guardia di finanza,1,64.0,55-64,55,cns,2
toscana,guardia di finanza,1,64.0,55-64,55,spid,555
toscana,ispettorato nazionale del lavoro,0,,65- ,65,spid,10
toscana,ispettorato nazionale del lavoro,0,34.0,25-34,25,spid,6
toscana,ispettorato nazionale del lavoro,0,44.0,35-44,35,cns,3
toscana,ispettorato nazionale del lavoro,0,44.0,35-44,35,spid,19
toscana,ispettorato nazionale del lavoro,0,54.0,45-54,45,cns,3
toscana,ispettorato nazionale del lavoro,0,54.0,45-54,45,spid,49
toscana,ispettorato nazionale del lavoro,0,64.0,55-64,55,cns,14
toscana,ispettorato nazionale del lavoro,0,64.0,55-64,55,spid,57
toscana,ispettorato nazionale del lavoro,1,,65- ,65,spid,5
toscana,ispettorato nazionale del lavoro,1,34.0,25-34,25,spid,13
toscana,ispettorato nazionale del lavoro,1,44.0,35-44,35,spid,22
toscana,ispettorato nazionale del lavoro,1,54.0,45-54,45,cie,2
toscana,ispettorato nazionale del lavoro,1,54.0,45-54,45,spid,30
toscana,ispettorato nazionale del lavoro,1,64.0,55-64,55,cns,4
toscana,ispettorato nazionale del lavoro,1,64.0,55-64,55,spid,30
toscana,istituto superiore di sanita',1,44.0,35-44,35,spid,2
toscana,ministero degli affari esteri e della cooperazione internazionale,0,34.0,25-34,25,spid,7
toscana,ministero degli affari esteri e della cooperazione internazionale,0,44.0,35-44,35,spid,7
toscana,ministero degli affari esteri e della cooperazione internazionale,0,54.0,45-54,45,spid,4
toscana,ministero degli affari esteri e della cooperazione internazionale,0,64.0,55-64,55,spid,3
toscana,ministero degli affari esteri e della cooperazione internazionale,1,34.0,25-34,25,spid,6
toscana,ministero degli affari esteri e della cooperazione internazionale,1,44.0,35-44,35,spid,8
toscana,ministero degli affari esteri e della cooperazione internazionale,1,54.0,45-54,45,spid,3
toscana,ministero degli affari esteri e della cooperazione internazionale,1,64.0,55-64,55,spid,3
toscana,ministero del lavoro e delle politiche sociali,0,54.0,45-54,45,spid,2
toscana,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,0,,65- ,65,spid,2
toscana,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,0,54.0,45-54,45,spid,3
toscana,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,0,64.0,55-64,55,spid,10
toscana,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,1,,65- ,65,spid,3
toscana,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,1,44.0,35-44,35,spid,2
toscana,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,1,54.0,45-54,45,spid,4
toscana,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,1,64.0,55-64,55,spid,9
toscana,ministero dell'ambiente e della sicurezza energetica,0,54.0,45-54,45,spid,3
toscana,ministero dell'ambiente e della sicurezza energetica,1,54.0,45-54,45,spid,2
toscana,ministero dell'economia e finanze,0,,65- ,65,cns,3
toscana,ministero dell'economia e finanze,0,,65- ,65,spid,13
toscana,ministero dell'economia e finanze,0,34.0,25-34,25,cns,6
toscana,ministero dell'economia e finanze,0,34.0,25-34,25,spid,8
toscana,ministero dell'economia e finanze,0,44.0,35-44,35,cns,8
toscana,ministero dell'economia e finanze,0,44.0,35-44,35,spid,20
toscana,ministero dell'economia e finanze,0,54.0,45-54,45,cie,4
toscana,ministero dell'economia e finanze,0,54.0,45-54,45,cns,17
toscana,ministero dell'economia e finanze,0,54.0,45-54,45,spid,16
toscana,ministero dell'economia e finanze,0,64.0,55-64,55,cie,5
toscana,ministero dell'economia e finanze,0,64.0,55-64,55,cns,43
toscana,ministero dell'economia e finanze,0,64.0,55-64,55,spid,42
toscana,ministero dell'economia e finanze,1,,65- ,65,cns,3
toscana,ministero dell'economia e finanze,1,,65- ,65,spid,14
toscana,ministero dell'economia e finanze,1,34.0,25-34,25,cie,2
toscana,ministero dell'economia e finanze,1,34.0,25-34,25,cns,4
toscana,ministero dell'economia e finanze,1,34.0,25-34,25,spid,8
toscana,ministero dell'economia e finanze,1,44.0,35-44,35,cns,9
toscana,ministero dell'economia e finanze,1,44.0,35-44,35,spid,11
toscana,ministero dell'economia e finanze,1,54.0,45-54,45,cie,3
toscana,ministero dell'economia e finanze,1,54.0,45-54,45,cns,14
toscana,ministero dell'economia e finanze,1,54.0,45-54,45,spid,29
toscana,ministero dell'economia e finanze,1,64.0,55-64,55,cie,6
toscana,ministero dell'economia e finanze,1,64.0,55-64,55,cns,33
toscana,ministero dell'economia e finanze,1,64.0,55-64,55,spid,55
toscana,ministero dell'interno,0,,65- ,65,spid,29
toscana,ministero dell'interno,0,24.0,18-24,18,spid,46
toscana,ministero dell'interno,0,24.0,18-24,18,spid,2
toscana,ministero dell'interno,0,34.0,25-34,25,cie,2
toscana,ministero dell'interno,0,34.0,25-34,25,cie,6
toscana,ministero dell'interno,0,34.0,25-34,25,cns,2
toscana,ministero dell'interno,0,34.0,25-34,25,spid,32
toscana,ministero dell'interno,0,34.0,25-34,25,spid,129
toscana,ministero dell'interno,0,44.0,35-44,35,cns,2
toscana,ministero dell'interno,0,44.0,35-44,35,spid,79
toscana,ministero dell'interno,0,44.0,35-44,35,spid,72
toscana,ministero dell'interno,0,54.0,45-54,45,cie,5
toscana,ministero dell'interno,0,54.0,45-54,45,cie,3
toscana,ministero dell'interno,0,54.0,45-54,45,cns,3
toscana,ministero dell'interno,0,54.0,45-54,45,cns,11
toscana,ministero dell'interno,0,54.0,45-54,45,spid,96
toscana,ministero dell'interno,0,54.0,45-54,45,spid,223
toscana,ministero dell'interno,0,64.0,55-64,55,cie,12
toscana,ministero dell'interno,0,64.0,55-64,55,cie,20
toscana,ministero dell'interno,0,64.0,55-64,55,cns,5
toscana,ministero dell'interno,0,64.0,55-64,55,cns,66
toscana,ministero dell'interno,0,64.0,55-64,55,spid,272
toscana,ministero dell'interno,0,64.0,55-64,55,spid,255
toscana,ministero dell'interno,1,,65- ,65,cie,4
toscana,ministero dell'interno,1,,65- ,65,cns,2
toscana,ministero dell'interno,1,,65- ,65,spid,30
toscana,ministero dell'interno,1,24.0,18-24,18,cie,2
toscana,ministero dell'interno,1,24.0,18-24,18,spid,107
toscana,ministero dell'interno,1,24.0,18-24,18,spid,34
toscana,ministero dell'interno,1,34.0,25-34,25,cie,9
toscana,ministero dell'interno,1,34.0,25-34,25,cie,7
toscana,ministero dell'interno,1,34.0,25-34,25,cns,2
toscana,ministero dell'interno,1,34.0,25-34,25,spid,470
toscana,ministero dell'interno,1,34.0,25-34,25,spid,237
toscana,ministero dell'interno,1,44.0,35-44,35,cie,12
toscana,ministero dell'interno,1,44.0,35-44,35,cie,22
toscana,ministero dell'interno,1,44.0,35-44,35,cns,6
toscana,ministero dell'interno,1,44.0,35-44,35,spid,557
toscana,ministero dell'interno,1,44.0,35-44,35,spid,518
toscana,ministero dell'interno,1,54.0,45-54,45,cie,46
toscana,ministero dell'interno,1,54.0,45-54,45,cie,27
toscana,ministero dell'interno,1,54.0,45-54,45,cns,19
toscana,ministero dell'interno,1,54.0,45-54,45,cns,6
toscana,ministero dell'interno,1,54.0,45-54,45,spid,667
toscana,ministero dell'interno,1,54.0,45-54,45,spid,1035
toscana,ministero dell'interno,1,64.0,55-64,55,cie,56
toscana,ministero dell'interno,1,64.0,55-64,55,cie,43
toscana,ministero dell'interno,1,64.0,55-64,55,cns,49
toscana,ministero dell'interno,1,64.0,55-64,55,cns,13
toscana,ministero dell'interno,1,64.0,55-64,55,spid,713
toscana,ministero dell'interno,1,64.0,55-64,55,spid,717
toscana,ministero dell'istruzione e del merito,0,,65- ,65,cie,64
toscana,ministero dell'istruzione e del merito,0,,65- ,65,cns,6
toscana,ministero dell'istruzione e del merito,0,,65- ,65,federation,115
toscana,ministero dell'istruzione e del merito,0,,65- ,65,spid,1496
toscana,ministero dell'istruzione e del merito,0,24.0,18-24,18,cie,21
toscana,ministero dell'istruzione e del merito,0,24.0,18-24,18,spid,409
toscana,ministero dell'istruzione e del merito,0,34.0,25-34,25,cie,88
toscana,ministero dell'istruzione e del merito,0,34.0,25-34,25,federation,20
toscana,ministero dell'istruzione e del merito,0,34.0,25-34,25,spid,4203
toscana,ministero dell'istruzione e del merito,0,44.0,35-44,35,cie,150
toscana,ministero dell'istruzione e del merito,0,44.0,35-44,35,cns,9
toscana,ministero dell'istruzione e del merito,0,44.0,35-44,35,federation,122
toscana,ministero dell'istruzione e del merito,0,44.0,35-44,35,spid,7712
toscana,ministero dell'istruzione e del merito,0,54.0,45-54,45,cie,307
toscana,ministero dell'istruzione e del merito,0,54.0,45-54,45,cns,28
toscana,ministero dell'istruzione e del merito,0,54.0,45-54,45,federation,288
toscana,ministero dell'istruzione e del merito,0,54.0,45-54,45,spid,11449
toscana,ministero dell'istruzione e del merito,0,64.0,55-64,55,cie,424
toscana,ministero dell'istruzione e del merito,0,64.0,55-64,55,cns,50
toscana,ministero dell'istruzione e del merito,0,64.0,55-64,55,federation,791
toscana,ministero dell'istruzione e del merito,0,64.0,55-64,55,spid,11197
toscana,ministero dell'istruzione e del merito,1,,65- ,65,cie,23
toscana,ministero dell'istruzione e del merito,1,,65- ,65,cns,6
toscana,ministero dell'istruzione e del merito,1,,65- ,65,federation,13
toscana,ministero dell'istruzione e del merito,1,,65- ,65,spid,391
toscana,ministero dell'istruzione e del merito,1,24.0,18-24,18,cie,8
toscana,ministero dell'istruzione e del merito,1,24.0,18-24,18,spid,87
toscana,ministero dell'istruzione e del merito,1,34.0,25-34,25,cie,56
toscana,ministero dell'istruzione e del merito,1,34.0,25-34,25,federation,17
toscana,ministero dell'istruzione e del merito,1,34.0,25-34,25,spid,1391
toscana,ministero dell'istruzione e del merito,1,44.0,35-44,35,cie,87
toscana,ministero dell'istruzione e del merito,1,44.0,35-44,35,cns,5
toscana,ministero dell'istruzione e del merito,1,44.0,35-44,35,federation,44
toscana,ministero dell'istruzione e del merito,1,44.0,35-44,35,spid,2166
toscana,ministero dell'istruzione e del merito,1,54.0,45-54,45,cie,97
toscana,ministero dell'istruzione e del merito,1,54.0,45-54,45,cns,14
toscana,ministero dell'istruzione e del merito,1,54.0,45-54,45,federation,55
toscana,ministero dell'istruzione e del merito,1,54.0,45-54,45,spid,2512
toscana,ministero dell'istruzione e del merito,1,64.0,55-64,55,cie,142
toscana,ministero dell'istruzione e del merito,1,64.0,55-64,55,cns,24
toscana,ministero dell'istruzione e del merito,1,64.0,55-64,55,federation,92
toscana,ministero dell'istruzione e del merito,1,64.0,55-64,55,spid,2269
toscana,ministero della cultura,0,,65- ,65,cie,4
toscana,ministero della cultura,0,,65- ,65,cns,2
toscana,ministero della cultura,0,,65- ,65,spid,59
toscana,ministero della cultura,0,34.0,25-34,25,spid,49
toscana,ministero della cultura,0,44.0,35-44,35,cie,2
toscana,ministero della cultura,0,44.0,35-44,35,cns,4
toscana,ministero della cultura,0,44.0,35-44,35,spid,110
toscana,ministero della cultura,0,54.0,45-54,45,cie,3
toscana,ministero della cultura,0,54.0,45-54,45,cns,6
toscana,ministero della cultura,0,54.0,45-54,45,spid,144
toscana,ministero della cultura,0,64.0,55-64,55,cie,14
toscana,ministero della cultura,0,64.0,55-64,55,cns,17
toscana,ministero della cultura,0,64.0,55-64,55,spid,299
toscana,ministero della cultura,1,,65- ,65,cie,2
toscana,ministero della cultura,1,,65- ,65,spid,25
toscana,ministero della cultura,1,34.0,25-34,25,cie,2
toscana,ministero della cultura,1,34.0,25-34,25,spid,18
toscana,ministero della cultura,1,44.0,35-44,35,cie,4
toscana,ministero della cultura,1,44.0,35-44,35,spid,50
toscana,ministero della cultura,1,54.0,45-54,45,cie,2
toscana,ministero della cultura,1,54.0,45-54,45,spid,69
toscana,ministero della cultura,1,64.0,55-64,55,cie,12
toscana,ministero della cultura,1,64.0,55-64,55,cns,4
toscana,ministero della cultura,1,64.0,55-64,55,spid,112
toscana,ministero della difesa,0,,65- ,65,spid,21
toscana,ministero della difesa,0,24.0,18-24,18,cie,3
toscana,ministero della difesa,0,24.0,18-24,18,spid,77
toscana,ministero della difesa,0,24.0,18-24,18,spid,9
toscana,ministero della difesa,0,34.0,25-34,25,cie,4
toscana,ministero della difesa,0,34.0,25-34,25,cns,8
toscana,ministero della difesa,0,34.0,25-34,25,spid,20
toscana,ministero della difesa,0,34.0,25-34,25,spid,130
toscana,ministero della difesa,0,34.0,25-34,25,spid,4
toscana,ministero della difesa,0,44.0,35-44,35,cns,17
toscana,ministero della difesa,0,44.0,35-44,35,spid,199
toscana,ministero della difesa,0,44.0,35-44,35,spid,16
toscana,ministero della difesa,0,44.0,35-44,35,spid,15
toscana,ministero della difesa,0,54.0,45-54,45,cns,8
toscana,ministero della difesa,0,54.0,45-54,45,cns,4
toscana,ministero della difesa,0,54.0,45-54,45,spid,2
toscana,ministero della difesa,0,54.0,45-54,45,spid,28
toscana,ministero della difesa,0,54.0,45-54,45,spid,66
toscana,ministero della difesa,0,64.0,55-64,55,cie,6
toscana,ministero della difesa,0,64.0,55-64,55,cns,63
toscana,ministero della difesa,0,64.0,55-64,55,spid,193
toscana,ministero della difesa,1,,65- ,65,cie,3
