region_of_residence,administration,gender,max_age,age_group,min_age,authentication_method,number_of_occurrences
lazio,presidenza del consiglio dei ministri,1,54.0,45-54,45,cie,23
lazio,presidenza del consiglio dei ministri,1,54.0,45-54,45,cns,4
lazio,presidenza del consiglio dei ministri,1,54.0,45-54,45,spid,361
lazio,presidenza del consiglio dei ministri,1,64.0,55-64,55,cie,32
lazio,presidenza del consiglio dei ministri,1,64.0,55-64,55,cns,8
lazio,presidenza del consiglio dei ministri,1,64.0,55-64,55,spid,531
lazio,presidenza del consiglio dei ministri,1,64.0,55-64,55,spid,3
lazio,regione lazio,0,,65- ,65,cie,9
lazio,regione lazio,0,,65- ,65,cns,11
lazio,regione lazio,0,,65- ,65,spid,151
lazio,regione lazio,0,24.0,18-24,18,spid,5
lazio,regione lazio,0,34.0,25-34,25,cie,3
lazio,regione lazio,0,34.0,25-34,25,cns,4
lazio,regione lazio,0,34.0,25-34,25,spid,79
lazio,regione lazio,0,44.0,35-44,35,cie,14
lazio,regione lazio,0,44.0,35-44,35,cns,11
lazio,regione lazio,0,44.0,35-44,35,spid,264
lazio,regione lazio,0,54.0,45-54,45,cie,38
lazio,regione lazio,0,54.0,45-54,45,cns,46
lazio,regione lazio,0,54.0,45-54,45,spid,664
lazio,regione lazio,0,64.0,55-64,55,cie,61
lazio,regione lazio,0,64.0,55-64,55,cns,93
lazio,regione lazio,0,64.0,55-64,55,spid,889
lazio,regione lazio,1,,65- ,65,cie,14
lazio,regione lazio,1,,65- ,65,cns,13
lazio,regione lazio,1,,65- ,65,spid,165
lazio,regione lazio,1,24.0,18-24,18,cns,2
lazio,regione lazio,1,24.0,18-24,18,spid,8
lazio,regione lazio,1,34.0,25-34,25,cie,3
lazio,regione lazio,1,34.0,25-34,25,cns,5
lazio,regione lazio,1,34.0,25-34,25,spid,65
lazio,regione lazio,1,44.0,35-44,35,cie,16
lazio,regione lazio,1,44.0,35-44,35,cns,21
lazio,regione lazio,1,44.0,35-44,35,spid,213
lazio,regione lazio,1,54.0,45-54,45,cie,50
lazio,regione lazio,1,54.0,45-54,45,cns,60
lazio,regione lazio,1,54.0,45-54,45,spid,587
lazio,regione lazio,1,64.0,55-64,55,cie,86
lazio,regione lazio,1,64.0,55-64,55,cns,86
lazio,regione lazio,1,64.0,55-64,55,spid,769
liguria,a.o.r.n. antonio cardarelli,0,34.0,25-34,25,spid,2
liguria,agenzia del demanio,0,44.0,35-44,35,spid,4
liguria,agenzia del demanio,0,54.0,45-54,45,cie,2
liguria,agenzia del demanio,0,54.0,45-54,45,spid,9
liguria,agenzia del demanio,1,44.0,35-44,35,spid,3
liguria,agenzia del demanio,1,54.0,45-54,45,spid,8
liguria,agenzia del demanio,1,64.0,55-64,55,spid,2
liguria,agenzia delle dogane,0,,65- ,65,spid,25
liguria,agenzia delle dogane,0,34.0,25-34,25,spid,30
liguria,agenzia delle dogane,0,44.0,35-44,35,cie,2
liguria,agenzia delle dogane,0,44.0,35-44,35,spid,36
liguria,agenzia delle dogane,0,54.0,45-54,45,cie,11
liguria,agenzia delle dogane,0,54.0,45-54,45,spid,93
liguria,agenzia delle dogane,0,64.0,55-64,55,cie,11
liguria,agenzia delle dogane,0,64.0,55-64,55,spid,131
liguria,agenzia delle dogane,1,,65- ,65,cie,3
liguria,agenzia delle dogane,1,,65- ,65,spid,17
liguria,agenzia delle dogane,1,24.0,18-24,18,spid,3
liguria,agenzia delle dogane,1,34.0,25-34,25,spid,29
liguria,agenzia delle dogane,1,44.0,35-44,35,cie,2
liguria,agenzia delle dogane,1,44.0,35-44,35,spid,39
liguria,agenzia delle dogane,1,54.0,45-54,45,cie,5
liguria,agenzia delle dogane,1,54.0,45-54,45,spid,95
liguria,agenzia delle dogane,1,64.0,55-64,55,cie,14
liguria,agenzia delle dogane,1,64.0,55-64,55,spid,100
liguria,agenzia delle entrate,0,,65- ,65,cie,2
liguria,agenzia delle entrate,0,,65- ,65,spid,26
liguria,agenzia delle entrate,0,34.0,25-34,25,spid,65
liguria,agenzia delle entrate,0,44.0,35-44,35,cie,4
liguria,agenzia delle entrate,0,44.0,35-44,35,spid,87
liguria,agenzia delle entrate,0,54.0,45-54,45,cie,5
liguria,agenzia delle entrate,0,54.0,45-54,45,cns,4
liguria,agenzia delle entrate,0,54.0,45-54,45,spid,141
liguria,agenzia delle entrate,0,64.0,55-64,55,cie,10
liguria,agenzia delle entrate,0,64.0,55-64,55,cns,11
liguria,agenzia delle entrate,0,64.0,55-64,55,spid,144
liguria,agenzia delle entrate,1,,65- ,65,cie,4
liguria,agenzia delle entrate,1,,65- ,65,spid,20
liguria,agenzia delle entrate,1,34.0,25-34,25,spid,44
liguria,agenzia delle entrate,1,44.0,35-44,35,cie,4
liguria,agenzia delle entrate,1,44.0,35-44,35,spid,46
liguria,agenzia delle entrate,1,54.0,45-54,45,cie,4
liguria,agenzia delle entrate,1,54.0,45-54,45,cns,5
liguria,agenzia delle entrate,1,54.0,45-54,45,spid,104
liguria,agenzia delle entrate,1,64.0,55-64,55,cie,14
liguria,agenzia delle entrate,1,64.0,55-64,55,cns,13
liguria,agenzia delle entrate,1,64.0,55-64,55,spid,127
liguria,archivi notarili,0,54.0,45-54,45,spid,2
liguria,archivi notarili,0,64.0,55-64,55,spid,4
liguria,avvocatura generale dello stato,0,54.0,45-54,45,cns,2
liguria,avvocatura generale dello stato,0,64.0,55-64,55,cns,7
liguria,avvocatura generale dello stato,1,64.0,55-64,55,cns,2
liguria,avvocatura generale dello stato,1,64.0,55-64,55,spid,2
liguria,azienda sanitaria locale roma 2,0,34.0,25-34,25,spid,2
liguria,consiglio di stato e t.a.r.,0,64.0,55-64,55,spid,4
liguria,consiglio di stato e t.a.r.,1,64.0,55-64,55,spid,3
liguria,consiglio per ric. in agricoltura e analisi economia agraria,0,44.0,35-44,35,spid,2
liguria,consiglio per ric. in agricoltura e analisi economia agraria,0,54.0,45-54,45,spid,2
liguria,consiglio per ric. in agricoltura e analisi economia agraria,0,64.0,55-64,55,spid,4
liguria,consiglio per ric. in agricoltura e analisi economia agraria,1,54.0,45-54,45,spid,3
liguria,consiglio per ric. in agricoltura e analisi economia agraria,1,64.0,55-64,55,spid,6
liguria,corte dei conti,0,54.0,45-54,45,spid,7
liguria,corte dei conti,0,64.0,55-64,55,spid,15
liguria,corte dei conti,1,44.0,35-44,35,spid,2
liguria,corte dei conti,1,54.0,45-54,45,spid,4
liguria,corte dei conti,1,64.0,55-64,55,spid,6
liguria,guardia di finanza,0,24.0,18-24,18,spid,13
liguria,guardia di finanza,0,34.0,25-34,25,spid,77
liguria,guardia di finanza,0,44.0,35-44,35,spid,24
liguria,guardia di finanza,0,54.0,45-54,45,spid,2
liguria,guardia di finanza,1,,65- ,65,spid,2
liguria,guardia di finanza,1,24.0,18-24,18,cie,2
liguria,guardia di finanza,1,24.0,18-24,18,spid,40
liguria,guardia di finanza,1,34.0,25-34,25,cie,4
liguria,guardia di finanza,1,34.0,25-34,25,spid,195
liguria,guardia di finanza,1,44.0,35-44,35,cie,12
liguria,guardia di finanza,1,44.0,35-44,35,spid,206
liguria,guardia di finanza,1,54.0,45-54,45,cie,31
liguria,guardia di finanza,1,54.0,45-54,45,spid,509
liguria,guardia di finanza,1,64.0,55-64,55,cie,29
liguria,guardia di finanza,1,64.0,55-64,55,spid,344
liguria,ispettorato nazionale del lavoro,0,34.0,25-34,25,spid,3
liguria,ispettorato nazionale del lavoro,0,44.0,35-44,35,spid,8
liguria,ispettorato nazionale del lavoro,0,54.0,45-54,45,spid,14
liguria,ispettorato nazionale del lavoro,0,64.0,55-64,55,cie,2
liguria,ispettorato nazionale del lavoro,0,64.0,55-64,55,cns,5
liguria,ispettorato nazionale del lavoro,0,64.0,55-64,55,spid,40
liguria,ispettorato nazionale del lavoro,1,,65- ,65,spid,3
liguria,ispettorato nazionale del lavoro,1,34.0,25-34,25,spid,2
liguria,ispettorato nazionale del lavoro,1,44.0,35-44,35,spid,5
liguria,ispettorato nazionale del lavoro,1,54.0,45-54,45,spid,5
liguria,ispettorato nazionale del lavoro,1,64.0,55-64,55,spid,23
liguria,ministero degli affari esteri e della cooperazione internazionale,0,34.0,25-34,25,spid,3
liguria,ministero degli affari esteri e della cooperazione internazionale,1,54.0,45-54,45,spid,5
liguria,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,0,64.0,55-64,55,spid,3
liguria,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,1,64.0,55-64,55,spid,3
liguria,ministero dell'economia e finanze,0,,65- ,65,cns,6
liguria,ministero dell'economia e finanze,0,,65- ,65,spid,4
liguria,ministero dell'economia e finanze,0,34.0,25-34,25,spid,6
liguria,ministero dell'economia e finanze,0,44.0,35-44,35,cns,3
liguria,ministero dell'economia e finanze,0,44.0,35-44,35,spid,2
liguria,ministero dell'economia e finanze,0,54.0,45-54,45,cns,12
liguria,ministero dell'economia e finanze,0,54.0,45-54,45,spid,10
liguria,ministero dell'economia e finanze,0,64.0,55-64,55,cie,5
liguria,ministero dell'economia e finanze,0,64.0,55-64,55,cns,28
liguria,ministero dell'economia e finanze,0,64.0,55-64,55,spid,21
liguria,ministero dell'economia e finanze,1,,65- ,65,spid,5
liguria,ministero dell'economia e finanze,1,34.0,25-34,25,spid,2
liguria,ministero dell'economia e finanze,1,44.0,35-44,35,spid,4
liguria,ministero dell'economia e finanze,1,54.0,45-54,45,cns,2
liguria,ministero dell'economia e finanze,1,54.0,45-54,45,spid,6
liguria,ministero dell'economia e finanze,1,64.0,55-64,55,cie,6
liguria,ministero dell'economia e finanze,1,64.0,55-64,55,cns,13
liguria,ministero dell'economia e finanze,1,64.0,55-64,55,spid,28
liguria,ministero dell'interno,0,,65- ,65,cns,2
liguria,ministero dell'interno,0,,65- ,65,spid,12
liguria,ministero dell'interno,0,24.0,18-24,18,spid,25
liguria,ministero dell'interno,0,34.0,25-34,25,cie,2
liguria,ministero dell'interno,0,34.0,25-34,25,spid,80
liguria,ministero dell'interno,0,34.0,25-34,25,spid,14
liguria,ministero dell'interno,0,44.0,35-44,35,cie,4
liguria,ministero dell'interno,0,44.0,35-44,35,spid,23
liguria,ministero dell'interno,0,44.0,35-44,35,spid,21
liguria,ministero dell'interno,0,54.0,45-54,45,cie,2
liguria,ministero dell'interno,0,54.0,45-54,45,cie,8
liguria,ministero dell'interno,0,54.0,45-54,45,cns,5
liguria,ministero dell'interno,0,54.0,45-54,45,spid,128
liguria,ministero dell'interno,0,54.0,45-54,45,spid,35
liguria,ministero dell'interno,0,64.0,55-64,55,cie,16
liguria,ministero dell'interno,0,64.0,55-64,55,cie,10
liguria,ministero dell'interno,0,64.0,55-64,55,cns,32
liguria,ministero dell'interno,0,64.0,55-64,55,cns,6
liguria,ministero dell'interno,0,64.0,55-64,55,spid,176
liguria,ministero dell'interno,0,64.0,55-64,55,spid,181
liguria,ministero dell'interno,1,,65- ,65,spid,8
liguria,ministero dell'interno,1,24.0,18-24,18,cie,3
liguria,ministero dell'interno,1,24.0,18-24,18,spid,51
liguria,ministero dell'interno,1,24.0,18-24,18,spid,14
liguria,ministero dell'interno,1,34.0,25-34,25,cie,9
liguria,ministero dell'interno,1,34.0,25-34,25,cie,3
liguria,ministero dell'interno,1,34.0,25-34,25,cns,2
liguria,ministero dell'interno,1,34.0,25-34,25,spid,288
liguria,ministero dell'interno,1,34.0,25-34,25,spid,96
liguria,ministero dell'interno,1,44.0,35-44,35,cie,12
liguria,ministero dell'interno,1,44.0,35-44,35,cie,10
liguria,ministero dell'interno,1,44.0,35-44,35,cns,4
liguria,ministero dell'interno,1,44.0,35-44,35,spid,208
liguria,ministero dell'interno,1,44.0,35-44,35,spid,295
liguria,ministero dell'interno,1,54.0,45-54,45,cie,12
liguria,ministero dell'interno,1,54.0,45-54,45,cie,41
liguria,ministero dell'interno,1,54.0,45-54,45,cns,9
liguria,ministero dell'interno,1,54.0,45-54,45,cns,5
liguria,ministero dell'interno,1,54.0,45-54,45,spid,606
liguria,ministero dell'interno,1,54.0,45-54,45,spid,308
liguria,ministero dell'interno,1,64.0,55-64,55,cie,42
liguria,ministero dell'interno,1,64.0,55-64,55,cie,31
liguria,ministero dell'interno,1,64.0,55-64,55,cns,11
liguria,ministero dell'interno,1,64.0,55-64,55,cns,15
liguria,ministero dell'interno,1,64.0,55-64,55,spid,540
liguria,ministero dell'interno,1,64.0,55-64,55,spid,440
liguria,ministero dell'istruzione e del merito,0,,65- ,65,cie,38
liguria,ministero dell'istruzione e del merito,0,,65- ,65,federation,39
liguria,ministero dell'istruzione e del merito,0,,65- ,65,spid,514
liguria,ministero dell'istruzione e del merito,0,24.0,18-24,18,cie,19
liguria,ministero dell'istruzione e del merito,0,24.0,18-24,18,spid,183
liguria,ministero dell'istruzione e del merito,0,34.0,25-34,25,cie,65
liguria,ministero dell'istruzione e del merito,0,34.0,25-34,25,federation,21
liguria,ministero dell'istruzione e del merito,0,34.0,25-34,25,spid,1686
liguria,ministero dell'istruzione e del merito,0,44.0,35-44,35,cie,81
liguria,ministero dell'istruzione e del merito,0,44.0,35-44,35,federation,64
liguria,ministero dell'istruzione e del merito,0,44.0,35-44,35,spid,2523
liguria,ministero dell'istruzione e del merito,0,54.0,45-54,45,cie,157
liguria,ministero dell'istruzione e del merito,0,54.0,45-54,45,federation,94
liguria,ministero dell'istruzione e del merito,0,54.0,45-54,45,spid,4047
liguria,ministero dell'istruzione e del merito,0,64.0,55-64,55,cie,288
liguria,ministero dell'istruzione e del merito,0,64.0,55-64,55,cns,6
liguria,ministero dell'istruzione e del merito,0,64.0,55-64,55,federation,345
liguria,ministero dell'istruzione e del merito,0,64.0,55-64,55,spid,4276
liguria,ministero dell'istruzione e del merito,1,,65- ,65,cie,12
liguria,ministero dell'istruzione e del merito,1,,65- ,65,federation,2
liguria,ministero dell'istruzione e del merito,1,,65- ,65,spid,104
liguria,ministero dell'istruzione e del merito,1,24.0,18-24,18,cie,4
liguria,ministero dell'istruzione e del merito,1,24.0,18-24,18,spid,35
liguria,ministero dell'istruzione e del merito,1,34.0,25-34,25,cie,33
liguria,ministero dell'istruzione e del merito,1,34.0,25-34,25,federation,7
liguria,ministero dell'istruzione e del merito,1,34.0,25-34,25,spid,565
liguria,ministero dell'istruzione e del merito,1,44.0,35-44,35,cie,21
liguria,ministero dell'istruzione e del merito,1,44.0,35-44,35,federation,11
liguria,ministero dell'istruzione e del merito,1,44.0,35-44,35,spid,666
liguria,ministero dell'istruzione e del merito,1,54.0,45-54,45,cie,44
liguria,ministero dell'istruzione e del merito,1,54.0,45-54,45,cns,2
liguria,ministero dell'istruzione e del merito,1,54.0,45-54,45,federation,17
liguria,ministero dell'istruzione e del merito,1,54.0,45-54,45,spid,760
liguria,ministero dell'istruzione e del merito,1,64.0,55-64,55,cie,63
liguria,ministero dell'istruzione e del merito,1,64.0,55-64,55,cns,6
liguria,ministero dell'istruzione e del merito,1,64.0,55-64,55,federation,27
liguria,ministero dell'istruzione e del merito,1,64.0,55-64,55,spid,868
liguria,ministero della cultura,0,,65- ,65,spid,8
liguria,ministero della cultura,0,34.0,25-34,25,spid,14
liguria,ministero della cultura,0,44.0,35-44,35,spid,20
liguria,ministero della cultura,0,54.0,45-54,45,cie,4
liguria,ministero della cultura,0,54.0,45-54,45,spid,26
liguria,ministero della cultura,0,64.0,55-64,55,cie,8
liguria,ministero della cultura,0,64.0,55-64,55,spid,45
liguria,ministero della cultura,1,,65- ,65,cie,2
liguria,ministero della cultura,1,,65- ,65,spid,4
liguria,ministero della cultura,1,34.0,25-34,25,spid,10
liguria,ministero della cultura,1,44.0,35-44,35,spid,11
liguria,ministero della cultura,1,54.0,45-54,45,cns,2
liguria,ministero della cultura,1,54.0,45-54,45,spid,13
liguria,ministero della cultura,1,64.0,55-64,55,cie,4
liguria,ministero della cultura,1,64.0,55-64,55,spid,21
liguria,ministero della difesa,0,,65- ,65,spid,15
liguria,ministero della difesa,0,24.0,18-24,18,cie,3
liguria,ministero della difesa,0,24.0,18-24,18,spid,6
liguria,ministero della difesa,0,24.0,18-24,18,spid,26
liguria,ministero della difesa,0,34.0,25-34,25,cie,3
liguria,ministero della difesa,0,34.0,25-34,25,cns,3
liguria,ministero della difesa,0,34.0,25-34,25,spid,7
liguria,ministero della difesa,0,34.0,25-34,25,spid,25
liguria,ministero della difesa,0,34.0,25-34,25,spid,98
liguria,ministero della difesa,0,44.0,35-44,35,cie,3
liguria,ministero della difesa,0,44.0,35-44,35,cns,5
liguria,ministero della difesa,0,44.0,35-44,35,cns,3
liguria,ministero della difesa,0,44.0,35-44,35,spid,64
liguria,ministero della difesa,0,44.0,35-44,35,spid,91
liguria,ministero della difesa,0,44.0,35-44,35,spid,24
liguria,ministero della difesa,0,54.0,45-54,45,cns,3
liguria,ministero della difesa,0,54.0,45-54,45,spid,40
liguria,ministero della difesa,0,54.0,45-54,45,spid,18
liguria,ministero della difesa,0,54.0,45-54,45,spid,6
liguria,ministero della difesa,0,64.0,55-64,55,cie,10
liguria,ministero della difesa,0,64.0,55-64,55,cns,14
liguria,ministero della difesa,0,64.0,55-64,55,spid,184
liguria,ministero della difesa,1,,65- ,65,cie,2
liguria,ministero della difesa,1,,65- ,65,spid,28
liguria,ministero della difesa,1,24.0,18-24,18,cie,16
liguria,ministero della difesa,1,24.0,18-24,18,spid,123
liguria,ministero della difesa,1,24.0,18-24,18,spid,2
liguria,ministero della difesa,1,24.0,18-24,18,spid,12
liguria,ministero della difesa,1,34.0,25-34,25,cie,13
liguria,ministero della difesa,1,34.0,25-34,25,cns,2
liguria,ministero della difesa,1,34.0,25-34,25,cns,10
liguria,ministero della difesa,1,34.0,25-34,25,spid,322
liguria,ministero della difesa,1,34.0,25-34,25,spid,27
liguria,ministero della difesa,1,34.0,25-34,25,spid,35
liguria,ministero della difesa,1,44.0,35-44,35,cie,35
liguria,ministero della difesa,1,44.0,35-44,35,cie,12
liguria,ministero della difesa,1,44.0,35-44,35,cns,7
liguria,ministero della difesa,1,44.0,35-44,35,cns,36
liguria,ministero della difesa,1,44.0,35-44,35,spid,921
liguria,ministero della difesa,1,44.0,35-44,35,spid,154
liguria,ministero della difesa,1,44.0,35-44,35,spid,146
liguria,ministero della difesa,1,54.0,45-54,45,cie,10
liguria,ministero della difesa,1,54.0,45-54,45,cie,53
liguria,ministero della difesa,1,54.0,45-54,45,cie,11
liguria,ministero della difesa,1,54.0,45-54,45,cns,75
liguria,ministero della difesa,1,54.0,45-54,45,cns,7
liguria,ministero della difesa,1,54.0,45-54,45,cns,3
liguria,ministero della difesa,1,54.0,45-54,45,spid,999
liguria,ministero della difesa,1,54.0,45-54,45,spid,158
liguria,ministero della difesa,1,54.0,45-54,45,spid,190
liguria,ministero della difesa,1,64.0,55-64,55,cie,25
liguria,ministero della difesa,1,64.0,55-64,55,cie,24
liguria,ministero della difesa,1,64.0,55-64,55,cie,3
liguria,ministero della difesa,1,64.0,55-64,55,cns,12
liguria,ministero della difesa,1,64.0,55-64,55,cns,2
liguria,ministero della difesa,1,64.0,55-64,55,cns,34
liguria,ministero della difesa,1,64.0,55-64,55,spid,45
liguria,ministero della difesa,1,64.0,55-64,55,spid,311
liguria,ministero della difesa,1,64.0,55-64,55,spid,431
liguria,ministero della giustizia,0,,65- ,65,cie,5
liguria,ministero della giustizia,0,,65- ,65,cns,4
liguria,ministero della giustizia,0,,65- ,65,spid,49
liguria,ministero della giustizia,0,24.0,18-24,18,spid,3
liguria,ministero della giustizia,0,34.0,25-34,25,cns,2
liguria,ministero della giustizia,0,34.0,25-34,25,spid,148
liguria,ministero della giustizia,0,44.0,35-44,35,cie,3
liguria,ministero della giustizia,0,44.0,35-44,35,cns,2
liguria,ministero della giustizia,0,44.0,35-44,35,spid,90
liguria,ministero della giustizia,0,54.0,45-54,45,cie,8
liguria,ministero della giustizia,0,54.0,45-54,45,cns,22
liguria,ministero della giustizia,0,54.0,45-54,45,spid,186
liguria,ministero della giustizia,0,64.0,55-64,55,cie,23
liguria,ministero della giustizia,0,64.0,55-64,55,cns,51
liguria,ministero della giustizia,0,64.0,55-64,55,spid,302
liguria,ministero della giustizia,1,,65- ,65,cie,2
liguria,ministero della giustizia,1,,65- ,65,spid,24
liguria,ministero della giustizia,1,24.0,18-24,18,spid,10
liguria,ministero della giustizia,1,34.0,25-34,25,cie,2
liguria,ministero della giustizia,1,34.0,25-34,25,spid,174
liguria,ministero della giustizia,1,44.0,35-44,35,cie,9
liguria,ministero della giustizia,1,44.0,35-44,35,cns,3
liguria,ministero della giustizia,1,44.0,35-44,35,spid,201
liguria,ministero della giustizia,1,54.0,45-54,45,cie,15
liguria,ministero della giustizia,1,54.0,45-54,45,cns,9
liguria,ministero della giustizia,1,54.0,45-54,45,spid,208
liguria,ministero della giustizia,1,64.0,55-64,55,cie,21
liguria,ministero della giustizia,1,64.0,55-64,55,cns,20
liguria,ministero della giustizia,1,64.0,55-64,55,spid,214
liguria,ministero della salute,0,34.0,25-34,25,spid,3
liguria,ministero della salute,0,54.0,45-54,45,spid,8
liguria,ministero della salute,0,64.0,55-64,55,spid,11
liguria,ministero della salute,1,,65- ,65,spid,2
liguria,ministero della salute,1,34.0,25-34,25,spid,8
liguria,ministero della salute,1,44.0,35-44,35,spid,4
liguria,ministero della salute,1,54.0,45-54,45,spid,5
liguria,ministero della salute,1,64.0,55-64,55,cie,2
liguria,ministero della salute,1,64.0,55-64,55,spid,5
liguria,ministero delle imprese e del made in italy,0,64.0,55-64,55,spid,7
liguria,ministero delle imprese e del made in italy,1,,65- ,65,spid,4
liguria,ministero delle imprese e del made in italy,1,64.0,55-64,55,spid,12
liguria,ministero delle infrastrutture e dei trasporti,0,,65- ,65,cie,2
liguria,ministero delle infrastrutture e dei trasporti,0,,65- ,65,spid,3
liguria,ministero delle infrastrutture e dei trasporti,0,34.0,25-34,25,spid,4
liguria,ministero delle infrastrutture e dei trasporti,0,44.0,35-44,35,spid,4
liguria,ministero delle infrastrutture e dei trasporti,0,54.0,45-54,45,spid,5
liguria,ministero delle infrastrutture e dei trasporti,0,64.0,55-64,55,cie,3
liguria,ministero delle infrastrutture e dei trasporti,0,64.0,55-64,55,cns,4
liguria,ministero delle infrastrutture e dei trasporti,0,64.0,55-64,55,spid,33
liguria,ministero delle infrastrutture e dei trasporti,1,,65- ,65,cie,2
liguria,ministero delle infrastrutture e dei trasporti,1,,65- ,65,spid,8
liguria,ministero delle infrastrutture e dei trasporti,1,34.0,25-34,25,spid,5
liguria,ministero delle infrastrutture e dei trasporti,1,44.0,35-44,35,spid,5
liguria,ministero delle infrastrutture e dei trasporti,1,54.0,45-54,45,spid,12
liguria,ministero delle infrastrutture e dei trasporti,1,64.0,55-64,55,cie,3
liguria,ministero delle infrastrutture e dei trasporti,1,64.0,55-64,55,cns,2
liguria,ministero delle infrastrutture e dei trasporti,1,64.0,55-64,55,spid,25
liguria,ministero universita' e ricerca,0,,65- ,65,spid,2
liguria,ministero universita' e ricerca,0,34.0,25-34,25,spid,5
liguria,ministero universita' e ricerca,0,44.0,35-44,35,spid,7
liguria,ministero universita' e ricerca,0,54.0,45-54,45,spid,6
liguria,ministero universita' e ricerca,0,64.0,55-64,55,spid,10
liguria,ministero universita' e ricerca,1,,65- ,65,spid,2
liguria,ministero universita' e ricerca,1,34.0,25-34,25,spid,4
liguria,ministero universita' e ricerca,1,44.0,35-44,35,spid,3
liguria,ministero universita' e ricerca,1,54.0,45-54,45,spid,9
liguria,ministero universita' e ricerca,1,64.0,55-64,55,cie,3
liguria,ministero universita' e ricerca,1,64.0,55-64,55,spid,9
liguria,presidenza del consiglio dei ministri,1,34.0,25-34,25,spid,2
lombardia,a.o. s. giovanni addolorata,0,34.0,25-34,25,spid,2
lombardia,a.o.r.n. antonio cardarelli,0,34.0,25-34,25,spid,5
lombardia,a.o.r.n. antonio cardarelli,0,44.0,35-44,35,spid,2
lombardia,a.o.r.n. antonio cardarelli,1,34.0,25-34,25,spid,2
lombardia,agenzia del demanio,0,44.0,35-44,35,spid,13
lombardia,agenzia del demanio,0,54.0,45-54,45,spid,17
lombardia,agenzia del demanio,1,34.0,25-34,25,spid,4
lombardia,agenzia del demanio,1,44.0,35-44,35,cie,2
lombardia,agenzia del demanio,1,44.0,35-44,35,spid,11
lombardia,agenzia del demanio,1,54.0,45-54,45,spid,14
lombardia,agenzia del demanio,1,64.0,55-64,55,spid,3
lombardia,agenzia delle dogane,0,,65- ,65,cie,5
lombardia,agenzia delle dogane,0,,65- ,65,spid,31
lombardia,agenzia delle dogane,0,34.0,25-34,25,spid,17
lombardia,agenzia delle dogane,0,44.0,35-44,35,cie,2
lombardia,agenzia delle dogane,0,44.0,35-44,35,spid,40
lombardia,agenzia delle dogane,0,54.0,45-54,45,cie,5
lombardia,agenzia delle dogane,0,54.0,45-54,45,spid,198
lombardia,agenzia delle dogane,0,64.0,55-64,55,cie,12
lombardia,agenzia delle dogane,0,64.0,55-64,55,spid,209
lombardia,agenzia delle dogane,1,,65- ,65,cie,2
lombardia,agenzia delle dogane,1,,65- ,65,spid,57
lombardia,agenzia delle dogane,1,24.0,18-24,18,spid,2
lombardia,agenzia delle dogane,1,34.0,25-34,25,spid,22
lombardia,agenzia delle dogane,1,44.0,35-44,35,cie,2
lombardia,agenzia delle dogane,1,44.0,35-44,35,spid,82
lombardia,agenzia delle dogane,1,54.0,45-54,45,cie,10
lombardia,agenzia delle dogane,1,54.0,45-54,45,spid,262
lombardia,agenzia delle dogane,1,64.0,55-64,55,cie,12
lombardia,agenzia delle dogane,1,64.0,55-64,55,spid,238
lombardia,agenzia delle entrate,0,,65- ,65,cie,10
lombardia,agenzia delle entrate,0,,65- ,65,spid,93
lombardia,agenzia delle entrate,0,34.0,25-34,25,cie,4
lombardia,agenzia delle entrate,0,34.0,25-34,25,spid,168
lombardia,agenzia delle entrate,0,44.0,35-44,35,cie,7
lombardia,agenzia delle entrate,0,44.0,35-44,35,cns,3
lombardia,agenzia delle entrate,0,44.0,35-44,35,spid,392
lombardia,agenzia delle entrate,0,54.0,45-54,45,cie,19
lombardia,agenzia delle entrate,0,54.0,45-54,45,cns,20
lombardia,agenzia delle entrate,0,54.0,45-54,45,spid,630
lombardia,agenzia delle entrate,0,64.0,55-64,55,cie,22
lombardia,agenzia delle entrate,0,64.0,55-64,55,cns,30
lombardia,agenzia delle entrate,0,64.0,55-64,55,spid,414
lombardia,agenzia delle entrate,1,,65- ,65,cie,15
lombardia,agenzia delle entrate,1,,65- ,65,cns,2
lombardia,agenzia delle entrate,1,,65- ,65,spid,65
lombardia,agenzia delle entrate,1,34.0,25-34,25,cie,7
lombardia,agenzia delle entrate,1,34.0,25-34,25,spid,162
lombardia,agenzia delle entrate,1,44.0,35-44,35,cie,8
lombardia,agenzia delle entrate,1,44.0,35-44,35,cns,8
lombardia,agenzia delle entrate,1,44.0,35-44,35,spid,384
lombardia,agenzia delle entrate,1,54.0,45-54,45,cie,29
lombardia,agenzia delle entrate,1,54.0,45-54,45,cns,12
lombardia,agenzia delle entrate,1,54.0,45-54,45,spid,630
lombardia,agenzia delle entrate,1,64.0,55-64,55,cie,26
lombardia,agenzia delle entrate,1,64.0,55-64,55,cns,31
lombardia,agenzia delle entrate,1,64.0,55-64,55,spid,436
lombardia,anbsc-agenzia nazionale beni sequestrati e confiscati,0,54.0,45-54,45,spid,7
lombardia,anbsc-agenzia nazionale beni sequestrati e confiscati,0,64.0,55-64,55,spid,3
lombardia,anbsc-agenzia nazionale beni sequestrati e confiscati,1,54.0,45-54,45,spid,3
lombardia,anbsc-agenzia nazionale beni sequestrati e confiscati,1,64.0,55-64,55,spid,7
lombardia,ansfisa - agenzia nazionale per la sicurezza delle ferrovie e delle infrastrutture stradali e autostradali,0,,65- ,65,spid,2
